"id","exam_id","text","options","correct_answer","question_order","topic_id"
"it-passport-2024-q009","it-passport-2024","企業の戦略立案やマーケティングなどで使用されるフェルミ推定に関する記述として，最も適切なものはどれか。","[""正確に算出することが極めて難しい数量に対して，把握している情報と論理的な思考プロセスによって概数を求める手法である。"",""特定の集団と活動を共にしたり，人々の動きを観察したりすることによって，慣習や嗜好，地域や組織を取り巻く文化を類推する手法である。"",""入力データと出力データから，その因果関係を統計的に推定する手法である。"",""有識者のグループに繰り返し同一のアンケート調査とその結果のフィードバックを行うことによって，ある分野の将来予測に関する総意を得る手法である。""]","0","9",
"it-passport-2024-q010","it-passport-2024","不正競争防止法で規定されている限定提供データに関する記述として，最も適切なものはどれか。","[""特定の第三者に対し，1回に限定して提供する前提で保管されている技術上又は営業上の情報は限定提供データである。"",""特定の第三者に提供する情報として電磁的方法によって相当量蓄積され管理されている技術上又は営業上の情報（秘密として管理されているものを除く）は限定提供データである。"",""特定の第三者に提供するために，金庫などで物理的に管理されている技術上又は営業上の情報は限定提供データである。"",""不正競争防止法に定めのある営業秘密は限定提供データである。""]","1","10",
"it-passport-2024-q011","it-passport-2024","品質に関する組織やプロセスの運営管理を標準化し，マネジメントの質や効率の向上を目的とした方策として，適切なものはどれか。","[""ISMS の導入"",""ISO 9001 の導入"",""ITIL の導入"",""プライバシーマークの取得""]","1","11",
"it-passport-2024-q012","it-passport-2024","AI に関するガイドラインの一つである“人間中心の AI 社会原則”に定められている七つの“AI 社会原則”のうち、“イノベーションの原則”に関する記述として，最も適切なものはどれか。","[""AI の発展によって人も併せて進化するように，国際化や多様化を推進し，大学，研究機関，企業など，官民における連携と，柔軟な人材の移動を促進する。"",""AI の利用がもたらす結果については，問題の特性に応じて，AI の開発，提供，利用に携わった関係者が分担して責任を負う。"",""サービスの提供者は，AI を利用している事実やデータの取得方法や使用方法，結果の適切性について，利用者に対する適切な説明を行う。"",""情報弱者を生み出さないために，幼児教育や初等中等教育において，AI 活用や情報リテラシーに関する教育を行う。""]","0","12",
"it-passport-2024-q013","it-passport-2024","金融機関では，同一の顧客で複数の口座をもつ個人や法人について，氏名又は法人名，生年月日又は設立年月日，電話番号，住所又は所在地などを手掛かりに集約し，顧客ごとの預金の総額を正確に把握する作業が行われる。このように顧客がもつ複数の口座を，顧客ごとに取りまとめて一元管理する手続を表す用語として，最も適切なものはどれか。","[""アカウントアグリゲーション"",""キーマッピング"",""垂直統合"",""名寄せ""]","3","13",
"it-passport-2024-q014","it-passport-2024","ある商品の販売量と気温の関係が一次式で近似できるとき，予測した気温から商品の販売量を推定する手法として，適切なものはどれか。","[""回帰分析"",""線形計画法"",""デルファイ法"",""パレート分析""]","0","14",
"it-passport-2024-q015","it-passport-2024","必要な時期に必要な量の原材料や部品を調達することによって，工程間の在庫をできるだけもたないようにする生産方式はどれか。","[""BPO"",""CIM"",""JIT"",""OEM""]","2","15",
"it-passport-2024-q016","it-passport-2024","RPA が適用できる業務として，最も適切なものはどれか。","[""ゲームソフトのベンダーが，ゲームソフトのプログラムを自動で改善する業務"",""従業員の交通費精算で，交通機関利用区間情報と領収書データから精算伝票を作成する業務"",""食品加工工場で，産業用ロボットを用いて冷凍食品を自動で製造する業務"",""通信販売業で，膨大な顧客の購買データから顧客の購買行動に関する新たな法則を見つける業務""]","1","16",
"it-passport-2024-q017","it-passport-2024","技術開発戦略において作成されるロードマップを説明しているものはどれか。","[""技術の競争力レベルと技術のライフサイクルを2軸としたマトリックス上に，自社の技術や新しい技術をプロットする。"",""研究開発への投資とその成果を2軸とした座標上に，技術の成長過程をグラフ化し，旧技術から新技術への転換状況を表す。"",""市場面からの有望度と技術面からの有望度を2軸としたマトリックス上に，技術開発プロジェクトをプロットする。"",""横軸に時間，縦軸に市場，商品，技術などを示し，研究開発成果の商品化，事業化の方向性をそれらの要素間の関係で表す。""]","3","17",
"it-passport-2024-q018","it-passport-2024","コーポレートガバナンスを強化した事例として，最も適切なものはどれか。","[""女性が活躍しやすくするために労務制度を拡充した。"",""迅速な事業展開のために，他社の事業を買収した。"",""独立性の高い社外取締役の人数を増やした。"",""利益が得られにくい事業から撤退した。""]","2","18",
"it-passport-2024-q019","it-passport-2024","ある銀行では，システムの接続仕様を外部に公開し，あらかじめ契約を結んだ外部事業者のアクセスを認めることによって，利便性の高い，高度なサービスを展開しやすくしている。このような取組を表す用語として，最も適切なものはどれか。","[""BPO"",""RPA"",""オープン API"",""技術経営""]","2","19",
"it-passport-2024-q020","it-passport-2024","A社では，1千万円を投資して営業支援システムを再構築することを検討している。現状の営業支援システムの運用費が5百万円／年，再構築後の営業支援システムの運用費が4百万円／年，再構築による新たな利益の増加が2百万円／年であるとき，この投資の回収期間は何年か。ここで，これら以外の効果，費用などは考慮しないものとし，計算結果は小数点以下第2位を四捨五入するものとする。","[""2.5"",""3.3"",""5.0"",""10.0""]","1","20",
"it-passport-2024-q021","it-passport-2024","あるソフトウェアは，定額の料金や一定の期間での利用ができる形態で提供されている。この利用形態を表す用語として，適切なものはどれか。","[""アクティベーション"",""アドウェア"",""サブスクリプション"",""ボリュームライセンス""]","2","21",
"it-passport-2024-q022","it-passport-2024","インターネットを介して個人や企業が保有する住宅などの遊休資産の貸出しを仲介するサービスや仕組みを表す用語として，最も適切なものはどれか。","[""シェアードサービス"",""シェアウェア"",""シェアリングエコノミー"",""ワークシェアリング""]","2","22",
"it-passport-2024-q023","it-passport-2024","A社はRPAソフトウェアを初めて導入するに当たり，計画策定フェーズ，先行導入フェーズ，本格導入フェーズの3段階で進めようと考えている。次のうち，計画策定フェーズで実施する作業として，適切なものだけを全て挙げたものはどれか。

a RPAソフトウェアの適用可能性を見極めるための概念検証を実施する。
b RPAソフトウェアを全社展開するための導入と運用の手順書を作成する。
c 部門，業務を絞り込んでRPAソフトウェアを導入し，効果を実測する。","[""a"",""a, c"",""b"",""b, c""]","0","23",
"it-passport-2024-q024","it-passport-2024","式は定期発注方式で原料の発注量を求める計算式である。a〜c に入れる字句の適切な組合せはどれか。

発注量 = ( [: a] + 調達期間 ) × 毎日の使用予定量 + [: b]
－ 現在の在庫量 － [___: c]","[""a: 営業日数, b: 安全在庫量, c: 現在の発注残"",""a: 営業日数, b: 現在の発注残, c: 安全在庫量"",""a: 発注間隔, b: 安全在庫量, c: 現在の発注残"",""a: 発注間隔, b: 現在の発注残, c: 安全在庫量""]","2","24",
"it-passport-2024-q025","it-passport-2024","史跡などにスマートフォンを向けると、昔あった建物の画像や説明情報を現実の風景と重ねるように表示して、観光案内をできるようにした。ここで活用した仕組みを表す用語として、最も適切なものはどれか。","[""AR"",""GUI"",""VR"",""メタバース""]","0","25",
"it-passport-2024-q026","it-passport-2024","データサイエンティストの役割に関する記述として、最も適切なものはどれか。","[""機械学習や統計などの手法を用いてビッグデータを解析することによって、ビジネスに活用するための新たな知見を獲得する。"",""企業が保有する膨大なデータを高速に検索できるように、パフォーマンスの高いデータベースを運用するためのシステム基盤を構築する。"",""企業における情報システムに関するリスクを評価するために、現場でのデータの取扱いや管理についての実態を調査する。"",""企業や組織における安全な情報システムの企画、設計、開発、運用を、サイバーセキュリティに関する専門的な知識や技能を活用して支援する。""]","0","26",
"it-passport-2024-q027","it-passport-2024","個人情報保護法では，あらかじめ本人の同意を得ていなくても個人データの提供が許される行為を規定している。この行為に該当するものだけを，全て挙げたものはどれか。

a 事故で意識不明の人がもっていた本人の社員証を見て，搬送先の病院が本人の会社に電話してきたので，総務の担当者が本人の自宅電話番号を教えた。

b 新規加入者を勧誘したいと保険会社の従業員に頼まれたので，総務の担当者が新入社員の名前と所属部門のリストを渡した。

c 不正送金等の金融犯罪被害者に関する個人情報を，類似犯罪の防止対策を進める捜査機関からの法令に基づく要請に応じて，総務の担当者が提供した。","[""a"",""a, c"",""b, c"",""c""]","1","27",
"it-passport-2024-q028","it-passport-2024","次の事例のうち，AI を導入することによって業務の作業効率が向上したものだけを全て挙げたものはどれか。

a 食品専門商社の A 社が，取引先ごとに様式が異なる手書きの請求書に記載された文字を自動で読み取ってデータ化することによって，事務作業時間を削減した。

b 繊維製造会社の B 社が，原材料を取引先に発注する定型的な PC の操作を自動化するツールを導入し，事務部門の人員を削減した。

c 損害保険会社の C 社が，自社のコールセンターへの問合せに対して，オペレーターにつなげる前に音声チャットボットでヒアリングを行うことによって，オペレーターの対応時間を短縮した。

d 物流会社の D 社が，配送荷物に電子タグを装着して出荷時に配送先を電子タグに書き込み，配送時にそれを確認することによって，誤配送を削減した。","[""a, c"",""b, c"",""b, d"",""c, d""]","0","28",
"it-passport-2024-q029","it-passport-2024","ある企業が、顧客を引き付ける優れた UX（User Experience）やビジネスモデルをデジタル技術によって創出し、業界における従来のサービスを駆逐してしまうことによって、その業界の既存の構造が破壊されるような現象を表す用語として、最も適切なものはどれか。","[""デジタルサイネージ"",""デジタルディスラプション"",""デジタルディバイド"",""デジタルトランスフォーメーション""]","1","29",
"it-passport-2024-q030","it-passport-2024","上司から自社の当期の損益計算書を渡され、""我が社の収益性分析をしなさい""と言われた。経営に関する指標のうち、この損益計算書だけから計算できるものだけを全て挙げたものはどれか。

a 売上高増加率
b 売上高利益率
c 自己資本利益率","[""a"",""a、b"",""a、b、c"",""b""]","3","30",
"it-passport-2024-q031","it-passport-2024","顧客との個々のつながりを意識して情報を頻繁に更新するSNSなどのシステムとは異なり、会計システムのように高い信頼性と安定稼働が要求される社内情報を扱うシステムの概念を示す用語として、最も適切なものはどれか。","[""IoT（Internet of Things）"",""PoC（Proof of Concept）"",""SoE（Systems of Engagement）"",""SoR（Systems of Record）""]","3","31",
"it-passport-2024-q032","it-passport-2024","労働者派遣における派遣労働者の雇用関係に関する記述のうち，適切なものはどれか。","[""派遣先との間に雇用関係があり，派遣元との間には存在しない。"",""派遣元との間に雇用関係があり，派遣先との間には存在しない。"",""派遣元と派遣先のいずれの間にも雇用関係が存在する。"",""派遣元と派遣先のいずれの間にも雇用関係は存在しない。""]","1","32",
"it-passport-2024-q033","it-passport-2024","次の記述のうち，業務要件定義が曖昧なことが原因で起こり得る問題だけを全て挙げたものはどれか。

a 企画プロセスでシステム化構想がまとまらず，システム化の承認を得られない。
b コーディングのミスによって，システムが意図したものと違う動作をする。
c システムの開発中に仕様変更による手戻りが頻発する。
d システムを受け入れるための適切な受入れテストを設計できない。","[""a, b"",""b, c"",""b, d"",""c, d""]","3","33",
"it-passport-2024-q034","it-passport-2024","顧客の特徴に応じたきめ細かい対応を行うことによって，顧客と長期的に良好な関係を築き，顧客満足度の向上や取引関係の継続につなげる仕組みを構築したい。その仕組みの構成要素の一つとして，営業活動で入手した顧客に関する属性情報や顧客との交渉履歴などを蓄積し，社内で共有できるシステムを導入することにした。この目的を達成できるシステムとして，最も適切なものはどれか。","[""CAE システム"",""MRP システム"",""SCM システム"",""SFA システム""]","3","34",
"it-passport-2024-q035","it-passport-2024","実用新案に関する記述として，最も適切なものはどれか。","[""今までにない製造方法は，実用新案の対象となる。"",""自然法則を利用した技術的思想の創作で高度なものだけが，実用新案の対象となる。"",""新規性の審査に合格したものだけが実用新案として登録される。"",""複数の物品を組み合わせて考案した新たな製品は，実用新案の対象となる。""]","3","35",
"it-passport-2024-q036","it-passport-2024","プロジェクトに該当する事例として，適切なものだけを全て挙げたものはどれか。

a 会社合併に伴う新組織への移行
b 社内システムの間合せや不具合を受け付けるサービスデスクの運用
c 新規の経理システム導入に向けたプログラム開発
d 毎年度末に実施する会計処理","[""a, c"",""b, c"",""b, d"",""c""]","0","36",
"it-passport-2024-q037","it-passport-2024","システム開発プロジェクトを終結する時に，プロジェクト統合マネジメントで実施する活動として，最も適切なものはどれか。","[""工程の進捗の予定と実績の差異を分析する。"",""作成した全ての成果物の一覧を確認する。"",""総費用の予算と実績の差異を分析する。"",""知識や教訓を組織の資産として登録する。""]","3","37",
"it-passport-2024-q038","it-passport-2024","あるシステムの運用において，利用者との間で SLA を交わし，利用可能日を月曜日から金曜日，1日の利用可能時間を7時から22時まで，稼働率を98%以上で合意した。1週間の運用において，障害などでシステムの停止を許容できる時間は最大何時間か。","[""0.3"",""1.5"",""1.8"",""2.1""]","1","38",
"it-passport-2024-q039","it-passport-2024","サービスデスクを評価するためには適切な KPI を定めて評価する必要がある。顧客満足度を高めるために値が小さい方が良い KPI として，適切なものだけを全て挙げたものはどれか。

a SLA で合意された目標時間内に対応が完了したインシデント件数の割合
b 1回の問合せで解決ができたインシデント件数の割合
c 二次担当へエスカレーションされたインシデント件数の割合
d 利用者がサービスデスクの担当者につながるまでに費やした時間","[""a, b"",""a, d"",""b, c"",""c, d""]","3","39",
"it-passport-2024-q040","it-passport-2024","アジャイル開発に関する記述として，最も適切なものはどれか。","[""開発する機能を小さい単位に分割して，優先度の高いものから短期間で開発とリリースを繰り返す。"",""共通フレームを適用して要件定義，設計などの工程名及び作成する文書を定義する。"",""システム開発を上流工程から下流工程まで順番に進めて，全ての開発工程が終了してからリリースする。"",""プロトタイプを作成して利用者に確認を求め，利用者の評価とフィードバックを行いながら開発を進めていく。""]","0","40",
"it-passport-2024-q041","it-passport-2024","あるプロジェクトの作業間の関係と所要時間がアローダイアグラムで示されている。このアローダイアグラムのBからEの四つの結合点のうち，工程全体の完了時間に影響を与えることなく，その結合点から始まる全ての作業の開始を最も遅らせることができるものはどれか。ここで，各結合点から始まる作業はその結合点に至る作業が全て完了するまで開始できず，作業から次の作業への段取り時間は考えないものとする。

mermaid
graph LR
    A((A)) -- 15 --> B((B))
    A -- 10 --> C((C))
    B -- 10 --> D((D))
    B -- 25 --> E((E))
    C -- 15 --> E
    D -- 20 --> F((F))
    D -- 10 --> E
    E -- 15 --> F
","[""B"",""C"",""D"",""E""]","1","41",
"it-passport-2024-q042","it-passport-2024","システム監査人の役割として，適切なものだけを全て挙げたものはどれか。

a 監査手続の種類，実施時期，適用範囲などについて，監査計画を立案する。
b 監査の目的に応じた監査報告書を作成し，社内に公開する。
c 監査報告書にある改善提案に基づく改善の実施を監査対象部門に指示する。
d 監査報告書にある改善提案に基づく改善の実施状況をモニタリングする。","[""a, b"",""a, d"",""b, c"",""c, d""]","1","42",
"it-passport-2024-q043","it-passport-2024","情報システムに関する施設や設備を維持・保全するために行うリスク対策のうち，ファシリティマネジメントの観点から行う対策として，適切なものだけを全て挙げたものはどれか。

a コンピュータ室への入室を，認可した者だけに限定する。
b コンピュータの設置場所を示す標識を掲示しない。
c 利用者の PC にマルウェア対策ソフトを導入する。","[""a"",""a, b"",""a, c"",""b, c""]","1","43",
"it-passport-2024-q044","it-passport-2024","提供している IT システムが事業のニーズを満たせるように，人材，プロセス，情報技術を適切に組み合わせ，継続的に改善して管理する活動として，最も適切なものはどれか。","[""IT サービスマネジメント"",""システム監査"",""ヒューマンリソースマネジメント"",""ファシリティマネジメント""]","0","44",
"it-passport-2024-q045","it-passport-2024","本番稼働後の業務遂行のために，業務別にサービス利用方法の手順を示した文書として，最も適切なものはどれか。","[""FAQ"",""サービスレベル合意書"",""システム要件定義書"",""利用者マニュアル""]","3","45",
"it-passport-2024-q046","it-passport-2024","IT サービスマネジメントの管理プロセスに関する記述 a～c と用語の適切な組合せはどれか。

a IT サービスの変更を実装するためのプロセス
b インシデントの根本原因を突き止めて解決策を提供するためのプロセス
c 組織が所有している IT 資産を把握するためのプロセス

| | a | b | c |
|---|---|---|---|
| ア | 構成管理 | 問題管理 | リリース及び展開管理 |
| イ | 構成管理 | リリース及び展開管理 | 問題管理 |
| ウ | 問題管理 | リリース及び展開管理 | 構成管理 |
| エ | リリース及び展開管理 | 問題管理 | 構成管理 |","[""a: 構成管理, b: 問題管理, c: リリース及び展開管理"",""a: 構成管理, b: リリース及び展開管理, c: 問題管理"",""a: 問題管理, b: リリース及び展開管理, c: 構成管理"",""a: リリース及び展開管理, b: 問題管理, c: 構成管理""]","3","46",
"it-passport-2024-q047","it-passport-2024","ソフトウェアの開発における DevOps に関する記述として，最も適切なものはどれか。","[""開発側が重要な機能のプロトタイプを作成し，顧客とともにその性能を実測して妥当性を評価する。"",""開発側では，開発の各工程でその工程の完了を判断した上で次工程に進み，総合テストで利用者が参加して操作性の確認を実施した後に運用側に引き渡す。"",""開発側と運用側が密接に連携し，自動化ツールなどを活用して機能の導入や更新などを迅速に進める。"",""システム開発において，機能の拡張を図るために，固定された短期間のサイクルを繰り返しながらプログラムを順次追加する。""]","2","47",
"it-passport-2024-q048","it-passport-2024","システム監査で用いる判断尺度の選定方法に関する記述として，最も適切なものはどれか。","[""システム監査ではシステム管理基準の全項目をそのまま使用しなければならない。"",""システム監査のテーマに応じて，システム管理基準以外の基準を使用してもよい。"",""システム監査のテーマによらず，システム管理基準以外の基準は使用すべきでない。"",""アジャイル開発では，システム管理基準は使用すべきでない。""]","1","48",
"it-passport-2024-q049","it-passport-2024","ソフトウェア開発プロジェクトにおける，コストの見積手法には，積み上げ法，ファンクションポイント法，類推見積法などがある。見積りで使用した手法とその特徴に関する記述 a～c の適切な組合せはどれか。

a プロジェクトに必要な個々の作業を洗い出し，その作業ごとの工数を見積もって集計する。
b プロジェクトの初期段階で使用する手法で，過去の事例を活用してコストを見積もる。
c データ入出力や機能に着目して，ソフトウェア規模を見積もり，係数を乗ずるなどしてコストを見積もる。

| | 積み上げ法 | ファンクションポイント法 | 類推見積法 |
|---|---|---|---|
| ア | a | c | b |
| イ | b | a | c |
| ウ | c | a | b |
| エ | c | b | a |","[""積み上げ法: a, ファンクションポイント法: c, 類推見積法: b"",""積み上げ法: b, ファンクションポイント法: a, 類推見積法: c"",""積み上げ法: c, ファンクションポイント法: a, 類推見積法: b"",""積み上げ法: c, ファンクションポイント法: b, 類推見積法: a""]","0","49",
"it-passport-2024-q050","it-passport-2024","ソフトウェア製品の品質特性を，移植性，機能適合性，互換性，使用性，信頼性，性能効率性，セキュリティ，保守性に分類したとき，RPA ソフトウェアの使用性に関する記述として，最も適切なものはどれか。","[""RPA が稼働する PC の OS が変わっても動作する。"",""RPA で指定した時間及び条件に基づき，適切に自動処理が実行される。"",""RPA で操作対象となるアプリケーションソフトウェアがバージョンアップされても，簡単な設定変更で対応できる。"",""RPA を利用したことがない人でも，簡単な教育だけで利用可能になる。""]","3","50",
"it-passport-2024-q051","it-passport-2024","システム開発プロジェクトにおいて，テスト中に発見された不具合の再発防止のために不具合分析を行うことにした。テスト結果及び不具合の内容を表に記入し，不具合ごとに根本原因を突き止めた後に，根本原因ごとに集計を行い発生頻度の多い順に並べ，主要な根本原因の特定を行った。ここで利用した図表のうち，根本原因を集計し，発生頻度順に並べて棒グラフで示し，累積値を折れ線グラフで重ねて示したものはどれか。","[""散布図"",""チェックシート"",""特性要因図"",""パレート図""]","3","51",
"it-passport-2024-q052","it-passport-2024","システム開発プロジェクトにおいて、新機能の追加要求が変更管理委員会で認可された後にプロジェクトスコープマネジメントで実施する活動として、適切なものはどれか。","[""新機能を追加で開発するためにWBSを変更し、コストの詳細な見積りをするための情報として提供する。"",""新機能を追加で開発するためのWBSのアクティビティの実行に必要なスキルを確認し、必要に応じてプロジェクトチームの能力向上を図る。"",""変更されたWBSに基づいてスケジュールを作成し、完了時期の見通しを提示する。"",""変更されたWBSに基づいて要員の充足度を確認し、必要な場合は作業の外注を検討する。""]","0","52",
"it-passport-2024-q053","it-passport-2024","ITガバナンスに関する次の記述中のaに入れる字句として、最も適切なものはどれか。

経営者は、[a]の事業の目的を支援する観点で、効果的、効率的かつ受容可能な[a]のITの利用について評価する。","[""過去と現在"",""現在"",""現在と将来"",""将来""]","2","53",
"it-passport-2024-q054","it-passport-2024","事業活動に関わる法令の遵守などを目的の一つとして、統制環境、リスクの評価と対応、統制活動、情報と伝達、モニタリング、ITへの対応から構成される取組はどれか。","[""CMMI"",""ITIL"",""内部統制"",""リスク管理""]","2","54",
"it-passport-2024-q055","it-passport-2024","システム監査の目的に関する記述として，適切なものはどれか。","[""開発すべきシステムの具体的な用途を分析し，システム要件を明らかにすること"",""情報システムが設置されている施設とその環境を総合的に企画，管理，活用すること"",""情報システムに係るリスクに適切に対応しているかどうかを評価することによって，組織体の目標達成に寄与すること"",""知識，スキル，ツール及び技法をプロジェクト活動に適用することによって，プロジェクトの要求事項を満足させること""]","2","55",
"it-passport-2024-q056","it-passport-2024","PCにおいて，電力供給を断つと記憶内容が失われるメモリ又は記憶媒体はどれか。","[""DVD-RAM"",""DRAM"",""ROM"",""フラッシュメモリ""]","1","56",
"it-passport-2024-q057","it-passport-2024","暗号化方式の特徴について記した表において，表中の a～d に入れる字句の適切な組合せはどれか。

| 暗号方式 | 鍵の特徴 | 鍵の安全な配布 | 暗号化／復号の相対的な処理速度 |
|---|---|---|---|
| a | 暗号化鍵と復号鍵が異なる | 容易 | c |
| b | 暗号化鍵と復号鍵が同一 | 難しい | d |","[""a: 共通鍵暗号方式, b: 公開鍵暗号方式, c: 遅い, d: 速い"",""a: 共通鍵暗号方式, b: 公開鍵暗号方式, c: 速い, d: 遅い"",""a: 公開鍵暗号方式, b: 共通鍵暗号方式, c: 遅い, d: 速い"",""a: 公開鍵暗号方式, b: 共通鍵暗号方式, c: 速い, d: 遅い""]","2","57",
"it-passport-2024-q058","it-passport-2024","文書作成ソフトや表計算ソフトなどにおいて，一連の操作手順をあらかじめ定義しておき，実行する機能はどれか。","[""オートコンプリート"",""ソースコード"",""プラグアンドプレイ"",""マクロ""]","3","58",
"it-passport-2024-q059","it-passport-2024","OCR の役割として，適切なものはどれか。","[""10cm 程度の近距離にある機器間で無線通信する。"",""印刷文字や手書き文字を認識し，テキストデータに変換する。"",""デジタル信号処理によって，人工的に音声を作り出す。"",""利用者の指先などが触れたパネル上の位置を検出する。""]","1","59",
"it-passport-2024-q060","it-passport-2024","関係データベースを構成する要素の関係を表す図において，図中の a 〜 c に入れる字句の適切な組合せはどれか。

![](/exam-images/it-passport-2024/q060.png)","[""a: 表, b: フィールド, c: レコード"",""a: 表, b: レコード, c: フィールド"",""a: フィールド, b: 表, c: レコード"",""a: レコード, b: 表, c: フィールド""]","1","60",
"it-passport-2024-q061","it-passport-2024","cookie を説明したものはどれか。","[""Web サイトが，Web ブラウザを通じて訪問者の PC にデータを書き込んで保存する仕組み又は保存されるデータのこと"",""Web ブラウザが，アクセスした Web ページをファイルとして PC のハードディスクに一時的に保存する仕組み又は保存されるファイルのこと"",""Web ページ上で，Web サイトの紹介などを目的に掲載されている画像のこと"",""ブログの機能の一つで，リンクを張った相手に対してその旨を通知する仕組みのこと""]","0","61",
"it-passport-2024-q062","it-passport-2024","関数 convert は，整数型の配列を一定のルールで文字列に変換するプログラムである。関数 convert を convert(arrayInput) として呼び出したときの戻り値が “AABAB” になる引数 arrayInput の値はどれか。ここで，arrayInput の要素数は1以上とし，配列の要素番号は1から始まる。

〔プログラム〕
〇文字列型: convert(整数型の配列: arrayInput)
文字列型: stringOutput ← """" // 空文字列を格納
整数型: i
for (i を 1 から arrayInput の要素数 まで 1 ずつ増やす)
if (arrayInput[i] が 1 と等しい)
stringOutput の末尾 に ""A"" を追加する
else
stringOutput の末尾 に ""B"" を追加する
endif
endfor
return stringOutput","[""{0, 0, 1, 2, 1}"",""{0, 1, 2, 1, 1}"",""{1, 0, 1, 2, 0}"",""{1, 1, 2, 1, 0}""]","3","62",
"it-passport-2024-q063","it-passport-2024","SSD の全てのデータを消去し，復元できなくする方法として用いられているものはどれか。","[""Secure Erase"",""磁気消去"",""セキュアブート"",""データクレンジング""]","0","63",
"it-passport-2024-q064","it-passport-2024","情報セキュリティのリスクマネジメントにおけるリスクへの対応を，リスク共有，リスク回避，リスク保有及びリスク低減の四つに分類するとき，リスク共有の例として，適切なものはどれか。","[""災害によるシステムの停止時間を短くするために，遠隔地にバックアップセンターを設置する。"",""情報漏えいによって発生する損害賠償や事故処理の損失補填のために，サイバー保険に加入する。"",""電子メールによる機密ファイルの流出を防ぐために，ファイルを添付した電子メールの送信には上司の許可を必要とする仕組みにする。"",""ノート PC の紛失や盗難による情報漏えいを防ぐために，HDD を暗号化する。""]","1","64",
"it-passport-2024-q065","it-passport-2024","AI における機械学習の学習方法に関する次の記述中の a～c に入れる字句の適切な組合せはどれか。

教師あり学習は，正解を付けた学習データを入力することによって， [___a___] と呼ばれる手法で未知のデータを複数のクラスに分けたり， [___b___] と呼ばれる手法でデータの関係性を見つけたりすることができるようになる学習方法である。教師なし学習は，正解を付けない学習データを入力することによって， [___c___] と呼ばれる手法などで次第にデータを正しくグループ分けできるようになる学習方法である。","[""a: 回帰, b: 分類, c: クラスタリング"",""a: クラスタリング, b: 分類, c: 回帰"",""a: 分類, b: 回帰, c: クラスタリング"",""a: 分類, b: クラスタリング, c: 回帰""]","2","65",
