"id","exam_id","text","options","correct_answer","question_order","topic_id"
"it-passport-2024-q066","it-passport-2024","PKI における CA (Certificate Authority) の役割に関する記述として，適切なものはどれか。","[""インターネットと内部ネットワークの間にあって，内部ネットワーク上のコンピュータに代わってインターネットにアクセスする。"",""インターネットと内部ネットワークの間にあって，パケットフィルタリング機能などを用いてインターネットから内部ネットワークへの不正アクセスを防ぐ。"",""利用者に指定されたドメイン名を基に IP アドレスとドメイン名の対応付けを行い，利用者を目的のサーバにアクセスさせる。"",""利用者の公開鍵に対する公開鍵証明書の発行や失効を行い，鍵の正当性を保証する。""]","3","66",
"it-passport-2024-q067","it-passport-2024","図に示す2台の Web サーバと1台のデータベースサーバから成る Web システムがある。Web サーバの稼働率はともに0.8とし，データベースサーバの稼働率は0.9とすると，このシステムの小数第3位を四捨五入した稼働率は幾らか。ここで，2台の Web サーバのうち少なくとも1台が稼働していて，かつ，データベースサーバが稼働していれば，システムとしては稼働しているとみなす。また，それぞれのサーバはランダムに故障が起こるものとする。

```mermaid
graph LR
    Start(( )) --- Branch[ ]
    Branch --- Web1[Web サーバ]
    Branch --- Web2[Web サーバ]
    Web1 --- Join[ ]
    Web2 --- Join[ ]
    Join --- DB[データベースサーバ]
```","[""0.04"",""0.58"",""0.86"",""0.96""]","2","67",
"it-passport-2024-q068","it-passport-2024","情報デザインで用いられる概念であり，部屋のドアノブの形で開閉の仕方を示唆するというような，人間の適切な行動を誘発する知覚可能な手掛かりのことを何と呼ぶか。","[""NUI (Natural User Interface)"",""ウィザード"",""シグニファイア"",""マルチタッチ""]","2","68",
"it-passport-2024-q069","it-passport-2024","障害に備えるために，4台のHDDを使い，1台分の容量をパリティ情報の記録に使用するRAID5を構成する。1台のHDDの容量が1Tバイトのとき，実効データ容量はおよそ何バイトか。","[""2T"",""3T"",""4T"",""5T""]","1","69",
"it-passport-2024-q070","it-passport-2024","ESSIDをステルス化することによって得られる効果として，適切なものはどれか。","[""アクセスポイントと端末間の通信を暗号化できる。"",""アクセスポイントに接続してくる端末を認証できる。"",""アクセスポイントへの不正接続リスクを低減できる。"",""アクセスポイントを介さず，端末同士で直接通信できる。""]","2","70",
"it-passport-2024-q071","it-passport-2024","インターネットで使用されているドメイン名の説明として，適切なものはどれか。","[""Web閲覧や電子メールを送受信するアプリケーションが使用する通信規約の名前"",""コンピュータやネットワークなどを識別するための名前"",""通信を行うアプリケーションを識別するための名前"",""電子メールの宛先として指定する相手の名前""]","1","71",
"it-passport-2024-q072","it-passport-2024","次の記述のうち，バイオメトリクス認証の例だけを全て挙げたものはどれか。

a Web ページに歪んだ文字の列から成る画像を表示し，読み取った文字列を利用者に入力させることによって，認証を行う。
b キーボードで特定文字列を入力させ，そのときの打鍵の速度やタイミングの変化によって，認証を行う。
c タッチパネルに手書きで氏名を入力させ，そのときの筆跡，筆圧，運筆速度などによって，認証を行う。
d タッチパネルに表示された複数の点をあらかじめ決められた順になぞらせることによって，認証を行う。","[""a, b"",""a, d"",""b, c"",""c, d""]","2","72",
"it-passport-2024-q073","it-passport-2024","IoT 機器のセキュリティ対策のうち，ソーシャルエンジニアリング対策として，最も適切なものはどれか。","[""IoT 機器とサーバとの通信は，盗聴を防止するために常に暗号化通信で行う。"",""IoT 機器の脆弱性を突いた攻撃を防止するために，機器のメーカーから最新のファームウェアを入手してアップデートを行う。"",""IoT 機器へのマルウェア感染を防止するためにマルウェア対策ソフトを導入する。"",""IoT 機器を廃棄するときは，内蔵されている記憶装置からの情報漏えいを防止するために物理的に破壊する。""]","3","73",
"it-passport-2024-q074","it-passport-2024","トランザクション処理に関する記述のうち，適切なものはどれか。","[""コミットとは，トランザクションが正常に処理されなかったときに，データベースをトランザクション開始前の状態に戻すことである。"",""排他制御とは，トランザクションが正常に処理されたときに，データベースの内容を確定させることである。"",""ロールバックとは，複数のトランザクションが同時に同一データを更新しようとしたときに，データの矛盾が起きないようにすることである。"",""ログとは，データベースの更新履歴を記録したファイルのことである。""]","3","74",
"it-passport-2024-q075","it-passport-2024","情報セキュリティの3要素である機密性，完全性及び可用性と，それらを確保するための対策の例 a 〜 c の適切な組合せはどれか。

a アクセス制御
b デジタル署名
c ディスクの二重化

| | a | b | c |
|---|---|---|---|
| ア | 可用性 | 完全性 | 機密性 |
| イ | 可用性 | 機密性 | 完全性 |
| ウ | 完全性 | 機密性 | 可用性 |
| エ | 機密性 | 完全性 | 可用性 |","[""a: 可用性, b: 完全性, c: 機密性"",""a: 可用性, b: 機密性, c: 完全性"",""a: 完全性, b: 機密性, c: 可用性"",""a: 機密性, b: 完全性, c: 可用性""]","3","75",
"it-passport-2024-q076","it-passport-2024","スマートフォンなどのタッチパネルで広く採用されている方式であり，指がタッチパネルの表面に近づいたときに，その位置を検出する方式はどれか。","[""感圧式"",""光学式"",""静電容量方式"",""電磁誘導方式""]","2","76",
"it-passport-2024-q077","it-passport-2024","出所が不明のプログラムファイルの使用を避けるために，その発行元を調べたい。
このときに確認する情報として，適切なものはどれか。","[""そのプログラムファイルのアクセス権"",""そのプログラムファイルの所有者情報"",""そのプログラムファイルのデジタル署名"",""そのプログラムファイルのハッシュ値""]","2","77",
"it-passport-2024-q078","it-passport-2024","利用者がスマートスピーカーに向けて話し掛けた内容に対して，スマートスピーカーから音声で応答するための処理手順が (1) 〜 (4) のとおりであるとき，音声認識に該当する処理はどれか。

(1) 利用者の音声をテキストデータに変換する。
(2) テキストデータを解析して，その意味を理解する。
(3) 応答する内容を決定して，テキストデータを生成する。
(4) 生成したテキストデータを読み上げる。","[""(1)"",""(2)"",""(3)"",""(4)""]","0","78",
"it-passport-2024-q079","it-passport-2024","企業などの内部ネットワークとインターネットとの間にあって，セキュリティを確保するために内部ネットワークの PC に代わって，インターネット上の Web サーバにアクセスするものはどれか。","[""DNS サーバ"",""NTP サーバ"",""ストリーミングサーバ"",""プロキシサーバ""]","3","79",
"it-passport-2024-q080","it-passport-2024","OSS (Open Source Software) に関する記述として，適切なものだけを全て挙げたものはどれか。

a OSS を利用して作成したソフトウェアを販売することができる。
b ソースコードが公開されたソフトウェアは全て OSS である。
c 著作権が放棄されているソフトウェアである。","[""a"",""a, b"",""b, c"",""c""]","0","80",
"it-passport-2024-q081","it-passport-2024","一つの表で管理されていた受注データを，受注に関する情報と商品に関する情報に分割して，正規化を行った上で関係データベースの表で管理する。正規化を行った結果の表の組合せとして，最も適切なものはどれか。ここで，同一商品で単価が異なるときは商品番号も異なるものとする。また，発注者名には同姓同名はいないものとする。

受注データ

| 受注番号 | 発注者名 | 商品番号 | 商品名 | 個数 | 単価 |
|---|---|---|---|---|---|
| T0001 | 試験花子 | M0001 | 商品1 | 5 | 3,000 |
| T0002 | 情報太郎 | M0002 | 商品2 | 3 | 4,000 |
| T0003 | 高度秋子 | M0001 | 商品1 | 2 | 3,000 |

![](/exam-images/it-passport-2024/q081.png)","[""ア"",""イ"",""ウ"",""エ""]","3","81",
"it-passport-2024-q082","it-passport-2024","ISMS クラウドセキュリティ認証に関する記述として，適切なものはどれか。","[""一度認証するだけで，複数のクラウドサービスやシステムなどを利用できるようにする認証の仕組み"",""クラウドサービスについて，クラウドサービス固有の管理策が実施されていることを認証する制度"",""個人情報について適切な保護措置を講ずる体制を整備しているクラウド事業者などを評価して，事業活動に関してプライバシーマークの使用を認める制度"",""利用者がクラウドサービスへログインするときの環境，IP アドレスなどに基づいて状況を分析し，リスクが高いと判断された場合に追加の認証を行う仕組み""]","1","82",
"it-passport-2024-q083","it-passport-2024","1から6までの六つの目をもつサイコロを3回投げたとき，1回も1の目が出ない確率は幾らか。","[""1 / 216"",""5 / 72"",""91 / 216"",""125 / 216""]","3","83",
"it-passport-2024-q084","it-passport-2024","IoT エリアネットワークでも利用され，IoT デバイスからの無線通信をほかの IoT デバイスが中継することを繰り返し，リレー方式で通信をすることによって，広範囲の通信を実現する技術はどれか。","[""GPS"",""MIMO"",""キャリアアグリゲーション"",""マルチホップ""]","3","84",
"it-passport-2024-q085","it-passport-2024","関数 binaryToInteger は，1桁以上の符号なし2進数を文字列で表した値を引数 binaryStr で受け取り，その値を整数に変換した結果を戻り値とする。例えば，引数として ""100"" を受け取ると，4を返す。プログラム中の a, b に入れる字句の適切な組合せはどれか。

〔プログラム〕
〇整数型: binaryToInteger(文字列型: binaryStr)
整数型: integerNum, digitNum, exponent, i
integerNum ← 0
for (i を 1 から binaryStr の文字数 まで 1 ずつ増やす)
digitNum ← binaryStr の末尾から i 番目の文字を整数型に変換した値
// 例: 文字 ""1"" であれば整数値1に変換
exponent ← a
integerNum ← b
endfor
return integerNum","[""a: (2 の i 乗) - 1, b: integerNum × digitNum × exponent"",""a: (2 の i 乗) - 1, b: integerNum + digitNum × exponent"",""a: 2 の (i - 1) 乗, b: integerNum × digitNum × exponent"",""a: 2 の (i - 1) 乗, b: integerNum + digitNum × exponent""]","3","85",
"it-passport-2024-q086","it-passport-2024","PDCA モデルに基づいて ISMS を運用している組織において，C (Check) で実施することの例として，適切なものはどれか。","[""業務内容の監査結果に基づいた是正処置として，サーバの監視方法を変更する。"",""具体的な対策と目標を決めるために，サーバ室内の情報資産を洗い出す。"",""サーバ管理者の業務内容を第三者が客観的に評価する。"",""定められた運用手順に従ってサーバの動作を監視する。""]","2","86",
"it-passport-2024-q087","it-passport-2024","通常の検索エンジンでは検索されず匿名性が高いので，サイバー攻撃や違法商品の取引などにも利用されることがあり，アクセスするには特殊なソフトウェアが必要になることもあるインターネット上のコンテンツの総称を何と呼ぶか。","[""RSS"",""SEO"",""クロスサイトスクリプティング"",""ダークウェブ""]","3","87",
"it-passport-2024-q088","it-passport-2024","JavaScript に関する記述として，適切なものはどれか。","[""Web ブラウザ上に，動的な振る舞いなどを組み込むことができる。"",""Web ブラウザではなく，Web サーバ上だけで動作する。"",""実行するためには，あらかじめコンパイルする必要がある。"",""名前のとおり，Java のスクリプト版である。""]","0","88",
"it-passport-2024-q089","it-passport-2024","システムの利用者認証に関する記述のうち，適切なものはどれか。","[""1回の認証で，複数のサーバやアプリケーションなどへのログインを実現する仕組みを，チャレンジレスポンス認証という。"",""指紋や声紋など，身体的な特徴を利用して本人認証を行う仕組みを，シングルサインオンという。"",""情報システムが利用者の本人確認のために用いる，数字列から成る暗証番号のことを，PINという。"",""特定の数字や文字の並びではなく，位置についての情報を覚えておき，認証時には画面に表示された表の中で，自分が覚えている位置に並んでいる数字や文字をパスワードとして入力する方式を，多要素認証という。""]","2","89",
"it-passport-2024-q090","it-passport-2024","セキュリティ対策として使用される WAF の説明として，適切なものはどれか。","[""EC などの Web サイトにおいて， Web アプリケーションソフトウェアの脆弱性を突いた攻撃からの防御や，不審なアクセスのパターンを検知する仕組み"",""インターネットなどの公共のネットワークを用いて，専用線のようなセキュアな通信環境を実現する仕組み"",""情報システムにおいて，機密データを特定して監視することによって，機密データの紛失や外部への漏えいを防止する仕組み"",""ファイアウォールを用いて，インターネットと企業の内部ネットワークとの間に緩衝領域を作る仕組み""]","0","90",
"it-passport-2024-q091","it-passport-2024","職場で不要になった PC を廃棄する場合の情報漏えい対策として，最も適切なものはどれか。","[""OS が用意しているファイル削除の機能を使って，PC 内のデータファイルを全て削除する。"",""PC にインストールされているアプリケーションを，全てアンインストールする。"",""PC に内蔵されている全ての記憶装置を論理フォーマットする。"",""専用ソフトなどを使って，PC に内蔵されている全ての記憶装置の内容を消去するために，ランダムなデータを規定回数だけ上書きする。""]","3","91",
"it-passport-2024-q092","it-passport-2024","インターネットに接続されているサーバが，1台でメール送受信機能と Web アクセス機能の両方を提供しているとき，端末のアプリケーションプログラムがそのどちらの機能を利用するかをサーバに指定するために用いるものはどれか。","[""IP アドレス"",""ドメイン"",""ポート番号"",""ホスト名""]","2","92",
"it-passport-2024-q093","it-passport-2024","関係データベースで管理している“従業員”表から，氏名が‘%葉_’に該当する従業員を抽出した。抽出された従業員は何名か。ここで，“_”は任意の1文字を表し，“%”は0文字以上の任意の文字列を表すものとする。

従業員

| 従業員番号 | 氏名 |
|---|---|
| S001 | 千葉翔 |
| S002 | 葉山花子 |
| S003 | 鈴木葉子 |
| S004 | 佐藤乙葉 |
| S005 | 秋葉彩葉 |
| S006 | 稲葉小春 |","[""1"",""2"",""3"",""4""]","1","93",
"it-passport-2024-q094","it-passport-2024","企業において情報セキュリティポリシー策定で行う作業のうち，次の作業の実施順序として，適切なものはどれか。

a 策定する責任者や担当者を決定する。
b 情報セキュリティ対策の基本方針を策定する。
c 保有する情報資産を洗い出し，分類する。
d リスクを分析する。","[""a → b → c → d"",""a → b → d → c"",""b → a → c → d"",""b → a → d → c""]","0","94",
"it-passport-2024-q095","it-passport-2024","AI の関連技術であるディープラーニングに用いられる技術として，最も適切なものはどれか。","[""ソーシャルネットワーク"",""ニューラルネットワーク"",""フィージビリティスタディ"",""フォールトトレラント""]","1","95",
"it-passport-2024-q096","it-passport-2024","A さんは次のように宛先を指定して電子メールを送信した。この電子メールの受信者に関する記述のうち，適切なものだけを全て挙げたものはどれか。

〔宛先〕
To:B さんのメールアドレス
Cc:C さんのメールアドレス
Bcc:D さんのメールアドレス, E さんのメールアドレス

(1) C さんは D さんのメールアドレスを知ることができる。
(2) D さんは C さんのメールアドレスを知ることができる。
(3) E さんは D さんのメールアドレスを知ることができる。","[""(1)"",""(1), (3)"",""(2)"",""(2), (3)""]","2","96",
"it-passport-2024-q097","it-passport-2024","次の OS のうち，OSS (Open Source Software) として提供されるものだけを全て挙げたものはどれか。

a Android
b FreeBSD
c iOS
d Linux","[""a, b"",""a, b, d"",""b, d"",""c, d""]","1","97",
"it-passport-2024-q098","it-passport-2024","ランサムウェアに関する記述として，最も適切なものはどれか。","[""PC に外部から不正にログインするための侵入路をひそかに設置する。"",""PC のファイルを勝手に暗号化し，復号のためのキーを提供することなどを条件に金銭を要求する。"",""Web ブラウザを乗っ取り，オンラインバンキングなどの通信に割り込んで不正送金などを行う。"",""自らネットワークを経由して感染を広げる機能をもち，まん延していく。""]","1","98",
"it-passport-2024-q099","it-passport-2024","GPS の電波を捕捉しにくいビルの谷間や狭い路地などでも位置を計測することができるように，特定の地域の上空に比較的長く留まる軌道をとり，GPS と併用することによって，より高い測位精度を実現するものはどれか。","[""アシスト GPS"",""ジャイロセンサー"",""準天頂衛星"",""プローブカー""]","2","99",
"it-passport-2024-q100","it-passport-2024","正しい URL を指定してインターネット上の Web サイトへアクセスしようとした利用者が，偽装された Web サイトに接続されてしまうようになった。原因を調べたところ，ドメイン名と IP アドレスの対応付けを管理するサーバに脆弱性があり，攻撃者によって，ドメイン名と IP アドレスを対応付ける情報が書き換えられていた。このサーバが受けた攻撃はどれか。","[""DDoS 攻撃"",""DNS キャッシュポイズニング"",""ソーシャルエンジニアリング"",""ドライブバイダウンロード""]","1","100",
"it-passport-2025-q001","it-passport-2025","A社がB社に作業の一部を請負契約で委託している。作業形態 a～cのうち，いわゆる偽装請負とみなされる状態だけを全て挙げたものはどれか。

a B社の従業員が，A社内において，A社の責任者の指揮命令の下で，請負契約で取り決めた作業を行っている。
b B社の従業員が，A社内において，B社の責任者の指揮命令の下で，請負契約で取り決めた作業を行っている。
c B社の従業員が，B社内において，A社の責任者の指揮命令の下で，請負契約で取り決めた作業を行っている。","[""a"",""a, b"",""a, c"",""b, c""]","2","1",
"it-passport-2025-q002","it-passport-2025","従来の情報セキュリティマネジメントシステム規格を基礎に追加で制定されたもので，クラウドサービスに対応した情報セキュリティ管理体制を構築するためのガイドライン規格として，最も適切なものはどれか。","[""ISO 14001"",""JIS Q 15001"",""ISO/IEC 27017"",""ISO 9001""]","2","2",
"it-passport-2025-q003","it-passport-2025","政府は，官民データ活用推進基本法に定められた“官民データ活用推進基本計画”を策定し，官民データの公開や活用の促進に取り組んでいる。次の組織体のうち，官民データを所有しているものだけを全て挙げたものはどれか。

a 県庁
b 大学
c 電力事業者
d 独立行政法人","[""a, b, c"",""a, b, c, d"",""a, b, d"",""a, c, d""]","1","3",
"it-passport-2025-q004","it-passport-2025","投資の優先度などの経営の戦略を策定するために，経済価値，希少性，模倣困難性及び組織の四つの要素で評価することによって，自社のもつ資源を分析する手法として，最も適切なものはどれか。","[""4P"",""PPM"",""SWOT分析"",""VRIO分析""]","3","4",
"it-passport-2025-q005","it-passport-2025","A社ではB商品の仕入れと販売を行っている。ある期のB商品の仕入単価は期首から上昇し続け，期末が最も高くなった。当該期の売上原価を“期首棚卸高＋当期商品仕入高－期末棚卸高”で計算するとき，期末棚卸高の計算に期末の仕入単価を用いると，B商品の期末棚卸高及び売上原価は，期中の仕入単価の平均値を用いる場合に比べてどのようになるか。","[""期末棚卸高，売上原価ともに上がる。"",""期末棚卸高，売上原価ともに変わらない。"",""期末棚卸高は上がり，売上原価は下がる。"",""期末棚卸高は下がり，売上原価は上がる。""]","2","5",
"it-passport-2025-q006","it-passport-2025","特定電子メール法は，電子メールによる一方的な広告宣伝メールの送信を規制する法律である。企業担当者が行った次の電子メールの送信事例のうち，特定電子メール法の規制対象となり得るものはどれか。","[""広告宣伝メールの受信を拒否する旨の意思表示がないことを確認したのち，公表されている企業のメールアドレス宛てに広告宣伝メールを送信した。"",""受信者から拒否通知があった場合には，それ以降の送信を禁止すればよいと考え，広告宣伝メールを送信した。"",""内容は事務連絡と料金請求なので問題ないと考え，受信者本人の同意なく，メールを送信した。"",""長年の取引関係にある企業担当者に対して，これまで納入してきた製品の新バージョンが完成したので，その製品に関する広告宣伝メールを送信した。""]","1","6",
"it-passport-2025-q007","it-passport-2025","新しい概念やアイディアの実証を目的とした，開発の前段階における検証を表す用語はどれか。","[""CRM"",""PoC"",""RAS"",""SLA""]","1","7",
"it-passport-2025-q008","it-passport-2025","AIの機械学習で利用するデータの取扱いに関する記述のうち，バイアスの低減やデータの品質を確保するために考えられる対策として，適切なものだけを全て挙げたものはどれか。

a 学習の目的に適したデータであることを確認する。
b データの入手元・作成来歴を確認する。
c データへのアノテーションの付与は学習目的に合わせて実施する。
d 人間の目でも同定が困難と考えられる画像認識用のデータは除外する。","[""a, b"",""a, b, c, d"",""a, d"",""b, c, d""]","1","8",
"it-passport-2025-q009","it-passport-2025","ハッカソンに関する記述として，最も適切なものはどれか。","[""定められたルールの下，ある主題について，肯定派と否定派といった異なる立場に分かれて議論する。"",""情報セキュリティ分野で活躍したいという意志をもった若者が，合宿形式で情報セキュリティに関する実践的な知識を学ぶ。"",""プログラマーやデザイナーなどから成る複数の参加チームが，与えられたテーマに関するプロトタイプを短期間で作成し，その成果を発表して競い合う。"",""問題解決や利用者獲得などゲーム的な要素のない分野に，デジタル技術を活用したゲームの要素を取り入れることによって，利用者の参加を動機づける。""]","2","9",
"it-passport-2025-q010","it-passport-2025","生成 AI において，もっともらしいが事実とは異なる内容が出力されることを表す用語として，最も適切なものはどれか。","[""エコーチェンバー"",""シンギュラリティ"",""ディープフェイク"",""ハルシネーション""]","3","10",
"it-passport-2025-q011","it-passport-2025","スマートファクトリーにおいても使用されている，FMS (Flexible Manufacturing System) に関する記述として，最も適切なものはどれか。","[""技術革新を効果的に自社の経営に取り入れることによって，企業の成長を図る。"",""生産工程の各段階で，原材料から完成製品までの資材の流れを適時・適量に管理する。"",""生産時に必要となる部品などを必要な分だけ供給することによって，生産リードタイムを短縮する。"",""複数の工作機械や産業用ロボットなどを有機的に結合し，生産プロセス全体を統括的に制御・管理する。""]","3","11",
"it-passport-2025-q012","it-passport-2025","商標法におけるサービスマークを説明したものはどれか。","[""企業が，企業そのものを他社と区別するために表示する商標である。"",""製造業者，販売業者が提供する商品を，他社の商品と区別するために表示する商標である。"",""大規模小売業者が開発したプライベートブランドの商品を，他社の商品と区別するために表示する商標である。"",""輸送業者，金融業者などが提供する役務を，他社の役務と区別するために表示する商標である。""]","3","12",
"it-passport-2025-q013","it-passport-2025","新しい IT ソリューションの活用の是非を判断するために，その IT ソリューションの提供者に，活用事例や技術情報などの提供を依頼する文書として，最も適切なものはどれか。","[""EDI"",""KPI"",""RFI"",""RFP""]","2","13",
"it-passport-2025-q014","it-passport-2025","事業，経営情報に知財情報を組み込んで分析し，現状の俯瞰や将来展望などの分析結果を事業責任者，経営者と共有し，事業戦略又は経営戦略に反映させることを表す用語として，最も適切なものはどれか。","[""CVC (Corporate Venture Capital)"",""IP ランドスケープ (Intellectual Property Landscape)"",""MOT (Management of Technology)"",""SWOT 分析""]","1","14",
"it-passport-2025-q015","it-passport-2025","事業運営における意思決定の迅速化，組織の独立採算の推進を目的とし，一つの企業の中に事業領域ごとに独立した組織を設置する組織形態はどれか。","[""カンパニー制組織"",""機能別組織"",""プロジェクト組織"",""マトリックス組織""]","0","15",
"it-passport-2025-q016","it-passport-2025","他人の電子メールの利用者 ID とパスワードの取扱いに関する記述のうち，不正アクセス禁止法で規制されている行為だけを全て挙げたものはどれか。

a 正当な理由なく本人に無断で第三者に提供する。
b 他人の電子メールの利用者 ID とパスワードを無効にするマルウェアを作成する。
c 本人に無断で使用して，メールサーバ上の電子メールを閲覧する。","[""a, b, c"",""a, c"",""b, c"",""c""]","1","16",
"it-passport-2025-q017","it-passport-2025","プロセスマイニングに関する記述として，最も適切なものはどれか。","[""一連の業務で実際に遂行したシステムの操作ログなどを収集し，現行の業務プロセスの可視化，分析，モニタリングによって業務の課題を特定して改善を図る手法やツールである。"",""業務プロセスをそれまでの習慣などにとらわれず，抜本的に再構築して業務効率の改善を図る手法である。"",""コンタクトセンターへの問合せ内容や SNS の投稿内容の分析などの業務プロセスで用いられる，膨大な文章データから必要な情報を抽出して分析する手法である。"",""大量の計算処理で正しい値を算出する一連のプロセスを通じて，暗号資産を取得する手段である。""]","0","17",
"it-passport-2025-q018","it-passport-2025","IT におけるアクセシビリティに関する記述として，最も適切なものはどれか。","[""高齢者や障害者などを含め，様々な能力や特性をもつ幅広い層の人が等しく利用できるように配慮したソフトウェア製品の設計"",""顧客データを基に顧客を識別し，コールセンターやインターネットなどの様々なチャネルを用いて顧客との関係を深める手法"",""製品，システム，サービスなどにおいて，それらを使用する場面をイメージしたり実際に利用したりすることで得られる人の感じ方や反応"",""特定のファイルやデータベースなどの情報資産に対し，参照や更新などの権限の認可や制限を確実にする手段""]","0","18",
"it-passport-2025-q019","it-passport-2025","仮想環境を用いた技術である AR 又は VR の活用事例のうち，VR の活用事例として，最も適切なものはどれか。","[""顔を覆うように頭部にゴーグルを装着し，そのゴーグル内に投影された仮想空間に広がる火災や地震の映像を見ながら避難方法をイメージすることによって，防災訓練が行える。"",""家具をオンラインで購入するときに，スマートフォンのカメラを通して画面に映っている現実の自分の部屋に，購入したい家具をリアルタイムに重ねて試し置きできる。"",""史跡などにスマートフォンを向けることによって，昔あった建物の画像や説明情報が現実の風景と重なって画面に表示される。"",""図鑑にスマートフォンをかざすことによって，図鑑の絵や写真に重なって生物の動画が見られる。""]","0","19",
"it-passport-2025-q020","it-passport-2025","ソフトウェアライフサイクルを企画プロセス，要件定義プロセス，開発プロセス，保守プロセスに分けたとき，企画プロセスのシステム化構想の立案時にベンダー企業から収集する情報として，最も適切なものはどれか。","[""システム化計画に基づいた開発コストの見積り"",""システム化する業務の分野に関する情報技術動向"",""システム構築を進めるに当たっての発注元企業の役割"",""ベンダー企業の技術者が保有している技術資格""]","1","20",
"it-passport-2025-q021","it-passport-2025","基本的な機能やサービスは無償で提供し，追加の機能やサービスを有償で提供することで利益を上げるビジネスモデルを表す用語として，最も適切なものはどれか。","[""フリーウェア"",""フリーミアム"",""フリーライド"",""フリーランス""]","1","21",
"it-passport-2025-q022","it-passport-2025","営業部のAさんは，営業担当者10人の営業実績が一目で分かるように，各営業担当者が提出する営業見込みと実績を毎月集約してグラフ化したいと考えている。この問題を解決するために適用する技術やツールとして，最も適切なものはどれか。","[""データを学習し，分析する AI"",""データを自動収集し，データベースに蓄積する IoT"",""入力したデータを，加工して見せるオフィスツール"",""ビッグデータを，様々な手法で分析するデータサイエンス""]","2","22",
"it-passport-2025-q023","it-passport-2025","コーポレートガバナンスの強化に有効な施策だけを全て挙げたものはどれか。

a 株式公開買付けによる企業の買収
b 執行役員制度の導入による経営と執行の分離
c 独立性の高い社外取締役の選任","[""a, b"",""a, b, c"",""b, c"",""c""]","2","23",
